1 init
2 Data Structure Factory : CardinalityDataStructureYanMin
3 Phase Selection Strategy : SolutionPhaseSelectionStrategy
4 Learning Strategy : ActiveLearning/percent=0.039539270120495185
990 addClause -38 3 187 
991 addClause 345 -260 -297 
992 addClause 379 -187 178 
993 addClause -139 -167 -289 
994 addClause 111 86 49 
995 addClause -62 357 87 
996 addClause 392 48 -264 
997 addClause 275 -173 -352 
998 addClause 174 -374 -388 
999 addClause -15 -337 63 
1000 addClause -24 252 -13 
1001 addClause 352 -280 137 
1002 addClause -64 353 149 
1003 addClause -129 90 -385 
1004 addClause 204 -310 -362 
1005 addClause 340 260 179 
1006 addClause -218 -315 -29 
1007 addClause 275 -249 -248 
1008 addClause -88 384 310 
1009 addClause 187 -102 349 
1010 addClause 41 -3 362 
1011 addClause 209 -103 144 
1012 addClause -318 -356 249 
1013 addClause -323 -274 -214 
1014 addClause 290 125 209 
1015 addClause 49 -49 -136 
1016 addClause 254 -6 -134 
1017 addClause -136 -58 -385 
1018 addClause -48 207 173 
1019 addClause -164 -311 -93 
1020 addClause 108 344 258 
1021 addClause -136 313 95 
1022 addClause -349 315 -186 
1023 addClause -278 231 14 
1024 addClause 153 39 -148 
1025 addClause 115 266 -108 
1026 addClause -2 -241 -121 
1027 addClause -209 35 128 
1028 addClause 180 40 -172 
1029 addClause 342 258 267 
1030 addClause 247 187 -325 
1031 addClause 304 284 135 
1032 addClause 137 77 214 
1033 addClause 13 44 -257 
1034 addClause 362 -376 94 
1035 addClause -283 -144 -184 
1036 addClause 336 203 227 
1037 addClause 167 347 311 
1038 addClause 60 108 -382 
1039 addClause -262 -233 48 
1040 addClause -360 109 16 
1041 addClause 26 22 87 
1042 addClause -123 -86 94 
1043 addClause -365 329 241 
1044 addClause 391 135 14 
1045 addClause -21 -311 -315 
1046 addClause -40 345 -95 
1047 addClause -398 217 49 
1048 addClause 330 -63 246 
1049 addClause 185 183 -79 
1050 addClause -392 206 69 
1051 addClause 255 -167 18 
1052 addClause 390 -113 -247 
1053 addClause -275 -184 146 
1054 addClause -100 -21 -196 
1055 addClause 374 210 99 
1056 addClause -42 322 230 
1057 addClause -243 361 260 
1058 addClause -86 54 -332 
1059 addClause 322 319 275 
1060 addClause -12 217 192 
1061 addClause 282 -377 -295 
1062 addClause 233 -208 -5 
1063 addClause -323 -126 -272 
1064 addClause -125 -134 147 
1065 addClause 185 -366 300 
1066 addClause 303 364 -368 
1067 addClause 85 193 -19 
1068 addClause 107 87 -300 
1069 addClause 277 -291 5 
1070 addClause -194 -23 -391 
1071 addClause -242 -308 -355 
1072 addClause 116 -315 -32 
1073 addClause 48 376 -155 
1074 addClause -42 -233 399 
1075 addClause 381 15 -35 
1076 addClause -86 153 -303 
1077 addClause -149 -3 -259 
1078 addClause 237 277 -272 
1079 addClause -207 55 -282 
1080 addClause -299 -286 271 
1081 addClause 308 377 67 
1082 addClause -123 -100 -323 
1083 addClause 93 -162 -319 
1084 addClause 213 -201 -5 
1085 addClause 275 -228 345 
1086 addClause -193 32 -29 
1087 addClause -240 272 -221 
1088 addClause 72 242 195 
1089 addClause -135 383 300 
1090 addClause -295 -183 120 
1091 addClause -118 163 259 
1092 addClause -316 126 86 
1093 addClause 230 47 -315 
1094 addClause -400 -124 -25 
1095 addClause 83 -245 31 
1096 addClause -222 18 -181 
1097 addClause 289 -114 -33 
1098 addClause 36 -272 257 
1099 addClause 241 10 296 
1100 addClause -59 -302 -124 
1101 addClause -262 -10 -108 
1102 addClause 297 72 359 
1103 addClause 373 61 299 
1104 addClause 288 344 89 
1105 addClause -136 394 -103 
1106 addClause -390 -397 -171 
1107 addClause -25 120 325 
1108 addClause -98 92 -160 
1109 addClause 318 -363 257 
1110 addClause -346 363 -15 
1111 addClause -158 358 -320 
1112 addClause 345 153 232 
1113 addClause 18 93 -356 
1114 addClause -273 -398 378 
1115 addClause -71 6 221 
1116 addClause -12 -42 87 
1117 addClause -306 228 348 
1118 addClause -280 -72 -304 
1119 addClause -335 -387 -218 
1120 addClause 311 172 -7 
1121 addClause 204 127 -12 
1122 addClause 199 -300 -28 
1123 addClause -21 -94 -184 
1124 addClause 319 -303 46 
1125 addClause 268 236 -83 
1126 addClause -46 372 142 
1127 addClause 329 87 -201 
1128 addClause -10 265 149 
1129 addClause 359 395 227 
1130 addClause 209 -143 133 
1131 addClause -98 -48 338 
1132 addClause 337 -191 -77 
1133 addClause -41 389 -312 
1134 addClause -268 -390 -183 
1135 addClause -120 -183 -111 
1136 addClause 161 -220 368 
1137 addClause -183 333 80 
1138 addClause 259 41 212 
1139 addClause 15 -131 376 
1140 addClause -282 238 -153 
1141 addClause -222 82 326 
1142 addClause 73 -90 -161 
1143 addClause 135 221 -263 
1144 addClause 25 395 -217 
1145 addClause -401 -288 -225 
1146 addClause 10 -301 -130 
1147 addClause -402 -285 9 
1148 addClause 199 -329 -36 
1149 addClause -268 -265 32 
1150 addClause -104 379 -313 
1151 addClause 293 241 -51 
1152 addClause -244 -200 -213 
1153 addClause -160 160 -210 
1154 addClause -73 -297 188 
1155 addClause 230 -312 384 
1156 addClause 264 -257 -399 
1157 addClause -86 80 -352 
1158 addClause -30 110 154 
1159 addClause -28 377 38 
1160 addClause 218 1 287 
1161 addClause -394 101 297 
1162 addClause 62 131 26 
1163 addClause -216 333 -262 
1164 addClause 166 -85 267 
1165 addClause 216 28 -13 
1166 addClause -100 369 232 
1167 addClause 211 278 -111 
1168 addClause 364 238 208 
1169 addClause -341 -316 301 
1170 addClause 138 -367 208 
1171 addClause 225 -32 205 
1172 addClause 330 -402 -3 
1173 addClause 183 122 197 
1174 addClause 245 48 42 
1175 addClause 252 350 -105 
1176 addClause 53 167 272 
1177 addClause 303 51 -18 
1178 addClause 284 292 160 
1179 addClause 170 -205 62 
1180 addClause 254 -374 -72 
1181 addClause 125 -33 -208 
1182 addClause 259 -381 -396 
1183 addClause 248 -61 393 
1184 addClause 299 25 -89 
1185 addClause -263 -189 194 
1186 addClause 297 -252 -55 
1187 addClause -155 -313 -131 
1188 addClause 81 -252 242 
1189 addClause 162 160 8 
1190 addClause 81 351 392 
1191 addClause 23 388 101 
1192 addClause 122 385 -376 
1193 addClause 132 -113 -100 
1194 addClause -222 237 -126 
1195 addClause -47 79 -101 
1196 addClause 399 143 274 
1197 addClause -348 -156 -205 
1198 addClause 70 145 81 
1199 addClause -11 -180 388 
1200 addClause -46 271 -43 
1201 addClause 302 90 77 
1202 addClause -172 -11 -195 
1203 addClause -107 102 223 
1204 addClause 382 260 -57 
1205 addClause 198 321 389 
1206 addClause -70 -296 -64 
1207 addClause -174 -261 -53 
1208 addClause -359 190 224 
1209 addClause 101 17 362 
1210 addClause -142 181 -392 
1211 addClause 272 357 15 
1212 addClause 296 -6 -46 
1213 addClause -130 168 364 
1214 addClause 6 -366 74 
1215 addClause 310 59 -324 
1216 addClause -306 -276 -308 
1217 addClause -34 -57 -381 
1218 solve
