1 init
2 Phase Selection Strategy : UserFixedPhaseSelectionStrategy
3 Learning Strategy : ActiveLearning/percent=0.9023273851547625
990 addClause 72 -344 -114 
991 addClause 124 -346 266 
992 addClause 122 6 -128 
993 addClause -186 4 -190 
994 addClause -55 34 331 
995 addClause -181 -250 57 
996 addClause 316 -99 45 
997 addClause 215 122 -200 
998 addClause 154 -25 56 
999 addClause -152 195 -302 
1000 addClause 309 242 -213 
1001 addClause 189 -47 102 
1002 addClause -46 -55 140 
1003 addClause -62 17 -320 
1004 addClause 77 -17 190 
1005 addClause 319 105 -138 
1006 addClause -40 -322 -283 
1007 addClause -93 -103 -258 
1008 addClause -103 -139 -210 
1009 addClause -114 111 -66 
1010 addClause -61 249 203 
1011 addClause -98 -265 143 
1012 addClause 261 -298 -17 
1013 addClause 78 337 267 
1014 addClause 263 -210 -192 
1015 addClause 90 -286 326 
1016 addClause -161 -46 162 
1017 addClause -226 -259 146 
1018 addClause -77 146 -53 
1019 addClause -192 -318 -161 
1020 addClause -292 -93 204 
1021 addClause 269 331 -290 
1022 addClause 17 -135 315 
1023 addClause 330 -345 190 
1024 addClause -7 238 -278 
1025 addClause 192 -2 158 
1026 addClause -239 84 338 
1027 addClause 301 -292 -49 
1028 addClause 74 143 -279 
1029 addClause -214 178 -304 
1030 addClause -154 143 -187 
1031 addClause -277 -31 -62 
1032 addClause 281 -120 60 
1033 addClause -209 152 214 
1034 addClause -68 140 -88 
1035 addClause -192 -320 -150 
1036 addClause -84 78 -306 
1037 addClause -226 292 -101 
1038 addClause -311 6 -144 
1039 addClause -209 -129 314 
1040 addClause 178 -136 -33 
1041 addClause 273 -48 106 
1042 addClause 135 333 281 
1043 addClause -336 -196 -156 
1044 addClause -65 -179 51 
1045 addClause 44 2 -44 
1046 addClause 332 33 -146 
1047 addClause -256 222 -298 
1048 addClause -69 -143 109 
1049 addClause 247 82 196 
1050 addClause 248 -138 -145 
1051 addClause -115 -17 154 
1052 addClause -31 -205 -190 
1053 addClause 96 -17 169 
1054 addClause 85 333 -299 
1055 addClause 261 -48 -303 
1056 addClause 299 -258 -46 
1057 addClause -231 -25 -121 
1058 addClause -315 178 57 
1059 addClause 66 332 277 
1060 addClause -300 -29 25 
1061 addClause -237 13 -94 
1062 addClause 348 158 347 
1063 addClause 348 86 241 
1064 solve
1065 addClause -292 -27 376 
1066 addClause 280 -383 61 
1067 addClause -485 -369 212 
1068 addClause -356 185 -198 
1069 addClause -341 -374 472 
1070 addClause 453 456 -106 
1071 addClause -472 -300 523 
1072 addClause 373 395 -89 
1073 addClause -523 -426 -77 
1074 addClause -218 353 -496 
1075 addClause -234 -376 -114 
1076 addClause -253 260 203 
1077 addClause -282 66 -15 
1078 addClause 446 -251 -302 
1079 addClause -282 -268 -186 
1080 addClause -170 -150 141 
1081 addClause 390 226 -251 
1082 addClause 496 -303 -334 
1083 addClause 86 149 -343 
1084 addClause 140 -298 284 
1085 addClause 349 545 -99 
1086 addClause -506 -223 296 
1087 addClause 426 -464 252 
1088 addClause -396 45 -266 
1089 addClause 369 450 -380 
1090 addClause -38 83 -171 
1091 addClause 433 -172 179 
1092 addClause 518 542 310 
1093 addClause -112 -303 -241 
1094 addClause -204 235 -518 
1095 addClause -134 334 -192 
1096 addClause 499 539 436 
1097 addClause 222 514 316 
1098 addClause 298 -209 -80 
1099 addClause -74 -345 -515 
1100 addClause 253 -331 -407 
1101 addClause 281 -269 321 
1102 addClause -284 -456 112 
1103 addClause -359 -193 223 
1104 addClause 511 -60 107 
1105 addClause -438 -352 438 
1106 addClause 503 8 -544 
1107 addClause 421 -182 -4 
1108 addClause 8 219 354 
1109 addClause 534 265 -449 
1110 addClause -331 -173 443 
1111 addClause 348 -358 546 
1112 addClause -464 320 373 
1113 addClause 306 -190 -508 
1114 addClause 476 -375 -91 
1115 addClause 135 -238 -117 
1116 addClause 2 -95 413 
1117 addClause -345 -488 301 
1118 addClause 4 -109 401 
1119 addClause 458 -313 -55 
1120 addClause -485 264 357 
1121 addClause 110 383 -154 
1122 addClause -294 222 153 
1123 addClause 473 -456 85 
1124 addClause -259 -106 353 
1125 addClause 365 363 -341 
1126 addClause 48 -282 -413 
1127 addClause -359 352 489 
1128 addClause -420 -427 260 
1129 addClause -312 -145 340 
1130 addClause -217 -68 -372 
1131 addClause -489 531 -524 
1132 addClause -29 -536 -32 
1133 addClause 503 -276 -163 
1134 addClause 362 -378 -452 
1135 addClause 124 -532 92 
1136 addClause 415 -442 85 
1137 addClause -216 -417 -133 
1138 addClause 66 523 395 
1139 addClause 370 -52 -59 
1140 addClause 164 -413 -418 
1141 addClause -407 -264 52 
1142 addClause -367 -333 515 
1143 addClause 501 -267 225 
1144 addClause -30 297 421 
1145 addClause -161 319 -78 
1146 addClause 272 -278 -58 
1147 addClause -96 61 -423 
1148 addClause -310 524 264 
1149 addClause 227 -495 215 
1150 addClause 209 2 308 
1151 addClause 331 -529 -340 
1152 addClause -47 247 31 
1153 addClause -56 -9 404 
1154 addClause 312 -113 -144 
1155 addClause 508 -41 -544 
1156 addClause -410 206 -288 
1157 addClause 433 -442 57 
1158 addClause 211 238 -378 
1159 addClause 310 467 214 
1160 addClause -19 -69 -350 
1161 addClause -504 522 280 
1162 addClause -322 -192 -447 
1163 addClause -358 -402 75 
1164 addClause 384 -130 -60 
1165 addClause -267 129 421 
1166 addClause 132 157 59 
1167 addClause -114 -450 80 
1168 addClause 332 536 -473 
1169 addClause 240 -90 297 
1170 addClause 33 74 53 
1171 addClause 415 469 361 
1172 addClause -227 -414 316 
1173 addClause 501 -357 -241 
1174 addClause 163 499 403 
1175 addClause -40 -312 -415 
1176 addClause 391 -291 -90 
1177 addClause -508 -323 -500 
1178 addClause -460 -43 165 
1179 addClause -193 92 -286 
1180 addClause -483 446 -153 
1181 addClause 212 256 109 
1182 addClause 78 237 -210 
1183 addClause -259 -145 -74 
1184 addClause -102 -228 -540 
1185 addClause 154 459 416 
1186 addClause -525 -261 212 
1187 addClause 236 -487 -211 
1188 addClause -229 94 -103 
1189 addClause -379 240 74 
1190 addClause 298 227 -175 
1191 addClause -275 -295 59 
1192 addClause -300 -50 -30 
1193 addClause -252 371 -15 
1194 addClause 203 -8 -14 
1195 addClause 522 -144 159 
1196 addClause 350 -154 88 
1197 addClause 227 537 70 
1198 addClause 253 541 264 
1199 addClause -320 -502 538 
1200 addClause 543 -485 -351 
1201 addClause 511 317 -483 
1202 addClause -379 5 -118 
1203 addClause 346 239 -180 
1204 addClause 400 407 -467 
1205 addClause -355 -112 -94 
1206 addClause -25 8 -471 
1207 addClause 491 -328 7 
1208 addClause -336 -421 -17 
1209 addClause -8 -128 -371 
1210 addClause 496 458 444 
1211 addClause -233 -64 -200 
1212 addClause -197 198 44 
1213 addClause 386 -371 343 
1214 addClause 332 -296 -526 
1215 addClause -525 -214 -173 
1216 addClause 83 68 131 
1217 addClause -96 -313 -442 
1218 addClause -183 -346 461 
1219 addClause 421 305 -386 
1220 addClause 147 463 404 
1221 addClause 391 -431 1 
1222 addClause 415 8 426 
1223 addClause 278 439 -458 
1224 addClause 463 -350 -154 
1225 addClause 481 432 321 
1226 addClause -145 465 282 
1227 addClause -379 390 206 
1228 addClause -206 345 -10 
1229 addClause 296 -282 352 
1230 addClause 395 -514 -196 
1231 addClause -384 -482 120 
1232 addClause 414 218 -432 
1233 addClause -330 -105 -399 
1234 addClause -373 531 360 
1235 addClause 269 -225 408 
1236 addClause -333 121 523 
1237 addClause -252 195 434 
1238 addClause 17 -453 117 
1239 addClause 347 -342 366 
1240 addClause -211 367 517 
1241 addClause -459 -303 -118 
1242 addClause -99 -265 167 
1243 addClause 316 206 -151 
1244 addClause -129 537 354 
1245 addClause -255 400 -447 
1246 addClause -81 -45 254 
1247 addClause -161 -21 45 
1248 addClause 476 -36 464 
1249 addClause 367 -196 -84 
1250 addClause -433 -4 312 
1251 addClause 446 -407 405 
1252 addClause 469 -379 -416 
1253 addClause 319 186 313 
1254 addClause -468 274 139 
1255 addClause 396 178 -469 
1256 addClause -99 -197 409 
1257 addClause -343 -82 -15 
1258 addClause -524 322 423 
1259 addClause -394 -108 321 
1260 addClause -462 465 267 
1261 addClause 518 101 238 
1262 addClause -289 70 -332 
1263 addClause -404 367 -30 
1264 addClause 488 -169 336 
1265 addClause 401 -480 -290 
1266 addClause -165 -350 173 
1267 addClause 138 54 -115 
1268 addClause -82 -170 -266 
1269 addClause -367 165 33 
1270 addClause -28 -446 -51 
1271 addClause 80 -79 183 
1272 addClause 398 -519 -140 
1273 addClause -42 -211 -109 
1274 addClause -40 426 227 
1275 addClause -21 525 111 
1276 addClause -51 -389 456 
1277 addClause 215 -148 -36 
1278 addClause 26 -301 455 
1279 addClause 104 493 -324 
1280 addClause -214 334 -44 
1281 addClause 344 -377 480 
1282 addClause 238 240 -239 
1283 addClause -236 -481 -491 
1284 addClause -521 -524 -269 
1285 addClause -356 -398 -462 
1286 addClause 268 -191 286 
1287 addClause -240 -122 -118 
1288 addClause -11 472 -70 
1289 addClause -28 276 429 
1290 addClause -247 78 261 
1291 addClause 201 -233 196 
1292 addClause -15 326 -100 
1293 addClause -60 -276 -420 
1294 addClause -184 179 -253 
1295 addClause -287 505 -456 
1296 addClause -405 -102 467 
1297 addClause 151 -148 -525 
1298 addClause -279 533 -235 
1299 addClause 35 545 -525 
1300 addClause 58 -477 -436 
1301 addClause -201 -182 -171 
1302 addClause -53 -85 -420 
1303 addClause -112 365 -538 
1304 addClause 278 -333 -363 
1305 addClause -409 -466 60 
1306 addClause 289 -408 535 
1307 addClause 457 80 326 
1308 addClause -285 -476 -41 
1309 addClause 218 386 -384 
1310 addClause -319 -91 -83 
1311 addClause 290 202 315 
1312 addClause -544 -241 234 
1313 addClause 249 23 196 
1314 addClause 201 163 277 
1315 addClause -486 -171 141 
1316 addClause -525 -405 231 
1317 addClause -282 374 384 
1318 addClause -228 165 94 
1319 addClause -531 -115 446 
1320 addClause -539 6 486 
1321 addClause 64 484 -257 
1322 addClause 401 215 177 
1323 addClause -338 -16 219 
1324 addClause -113 -60 387 
1325 addClause -254 328 58 
1326 addClause -331 -263 265 
1327 addClause -387 409 121 
1328 addClause 360 359 -268 
1329 addClause -422 195 -16 
1330 addClause 545 504 443 
1331 addClause 74 -387 200 
1332 addClause 388 414 -284 
1333 addClause 143 215 219 
1334 addClause 313 4 -339 
1335 addClause -210 50 -261 
1336 addClause 73 -420 400 
1337 addClause 150 505 -172 
1338 addClause -106 -227 -217 
1339 addClause 263 4 2 
1340 addClause -197 -308 -231 
1341 addClause -381 32 -500 
1342 addClause -315 -127 20 
1343 addClause 23 497 -301 
1344 addClause 132 -496 197 
1345 addClause -462 342 -261 
1346 addClause 418 444 449 
1347 addClause 225 368 121 
1348 addClause -444 386 -330 
1349 addClause -26 187 61 
1350 addClause 331 -530 -260 
1351 addClause 263 404 321 
1352 addClause 181 501 -6 
1353 addClause -17 366 456 
1354 addClause -234 507 258 
1355 addClause 374 53 -380 
1356 addClause -256 -155 117 
1357 addClause -198 530 -82 
1358 addClause -107 358 121 
1359 addClause 279 -399 -525 
1360 addClause -314 -13 -181 
1361 addClause -100 236 303 
1362 addClause 79 200 488 
1363 addClause -479 -186 -371 
1364 addClause 427 529 -254 
1365 addClause -54 341 8 
1366 addClause 502 -369 -247 
1367 addClause -234 279 -104 
1368 addClause -51 -388 -14 
1369 addClause -148 -39 -189 
1370 addClause 17 60 214 
1371 addClause 104 -93 223 
1372 addClause -254 260 -52 
1373 addClause -72 251 -450 
1374 addClause 256 -478 307 
1375 addClause 31 -522 353 
1376 addClause 355 370 276 
1377 addClause -531 -246 -51 
1378 addClause -353 366 -199 
1379 addClause -251 -366 -532 
1380 addClause -126 435 -26 
1381 addClause 12 193 -369 
1382 addClause -454 336 140 
1383 addClause -191 311 -383 
1384 addClause -6 10 -171 
1385 addClause -98 417 274 
1386 addClause -34 265 -362 
1387 addClause 37 -41 527 
1388 addClause -274 -474 -442 
1389 addClause -127 -256 -410 
1390 addClause 41 -347 81 
1391 addClause -539 300 499 
1392 addClause 445 31 -238 
1393 addClause 70 420 316 
1394 addClause -99 -344 -427 
1395 addClause 156 -512 -230 
1396 addClause 98 -85 340 
1397 addClause -390 -336 69 
1398 addClause 121 246 -94 
1399 addClause -118 -174 -248 
1400 addClause -496 -256 151 
1401 addClause 429 478 -411 
1402 addClause -505 293 -102 
1403 addClause 513 -46 361 
1404 addClause -227 432 -384 
1405 addClause -460 -160 -445 
1406 addClause 475 480 483 
1407 addClause -305 -66 -298 
1408 addClause 295 187 532 
1409 addClause -116 22 496 
1410 addClause -534 -356 -155 
1411 addClause 267 -257 307 
1412 addClause 292 49 311 
1413 addClause 240 -274 392 
1414 addClause -460 -282 -488 
1415 addClause 176 -187 213 
1416 addClause -269 -136 464 
1417 addClause -535 281 395 
1418 addClause -221 -213 -519 
1419 addClause -189 250 368 
1420 addClause 273 154 -320 
1421 addClause -479 -205 82 
1422 addClause 474 -502 -465 
1423 addClause -39 124 10 
1424 addClause -33 -481 -184 
1425 addClause 274 -7 532 
1426 addClause 245 27 -302 
1427 addClause 400 122 536 
1428 addClause 423 386 -202 
1429 addClause 90 290 -194 
1430 addClause 90 267 236 
1431 addClause -336 256 -225 
1432 addClause -512 -257 -321 
1433 addClause -400 -134 -164 
1434 addClause 26 532 75 
1435 addClause -150 -345 187 
1436 addClause 238 142 -320 
1437 addClause 464 29 -180 
1438 addClause -530 330 412 
1439 addClause 20 -399 -66 
1440 addClause 251 269 379 
1441 addClause 64 480 -509 
1442 addClause 489 -210 -140 
1443 addClause -380 -134 482 
1444 addClause 505 -386 -185 
1445 addClause -264 517 -318 
1446 addClause 420 -372 -20 
1447 addClause 367 -184 504 
1448 addClause -330 -89 -208 
1449 addClause 522 378 220 
1450 addClause -22 -430 -316 
1451 addClause -370 -101 524 
1452 addClause 295 235 429 
1453 addClause 115 -418 -6 
1454 addClause -277 -217 178 
1455 addClause 303 102 -477 
1456 addClause -205 144 221 
1457 addClause 250 -539 -361 
1458 addClause -303 -524 153 
1459 addClause 111 30 -58 
1460 addClause 240 -190 -220 
1461 addClause -184 -424 198 
1462 addClause 374 447 135 
1463 addClause 519 -521 492 
1464 addClause 379 62 381 
1465 addClause -245 -178 349 
1466 addClause -7 371 -254 
1467 addClause -198 -487 173 
1468 addClause -527 -400 -172 
1469 addClause 88 -254 173 
1470 addClause -306 -118 -228 
1471 addClause 354 497 -254 
1472 addClause 399 480 -202 
1473 addClause -11 347 -274 
1474 addClause -41 -135 127 
1475 addClause 456 -225 -185 
1476 addClause 152 -394 476 
1477 addClause -474 504 487 
1478 addClause -193 450 -467 
1479 addClause -78 513 94 
1480 addClause 368 -506 -94 
1481 addClause -305 -17 331 
1482 addClause 63 -136 502 
1483 addClause -513 -359 401 
1484 addClause 72 33 -25 
1485 addClause -293 35 296 
1486 addClause 241 166 -151 
1487 addClause 349 -262 103 
1488 addClause -414 11 -265 
1489 addClause 184 287 409 
1490 addClause -336 -141 -5 
1491 addClause 531 388 485 
1492 addClause 339 203 -390 
1493 addClause -96 51 -34 
1494 addClause 543 274 -235 
1495 addClause 277 78 390 
1496 addClause -98 -256 -165 
1497 addClause 56 -72 -393 
1498 addClause 90 -234 -324 
1499 addClause -235 226 -165 
1500 addClause -504 -189 219 
1501 addClause -283 130 1 
1502 addClause -315 308 213 
1503 addClause 53 -10 485 
1504 addClause 8 397 -43 
1505 addClause 541 323 -416 
1506 addClause 135 222 -416 
1507 addClause -261 -121 -140 
1508 addClause -274 156 130 
1509 addClause 337 -124 -193 
1510 addClause 524 52 -128 
1511 addClause -331 -158 419 
1512 addClause 411 -330 -282 
1513 addClause 364 -329 -34 
1514 addClause 287 -302 -411 
1515 addClause 391 228 457 
1516 addClause -196 -305 -334 
1517 addClause 211 -130 -224 
1518 addClause -269 369 226 
1519 addClause 33 -392 92 
1520 addClause -474 385 523 
1521 addClause -482 -531 253 
1522 addClause -499 -263 -287 
1523 addClause -539 448 -382 
1524 addClause 22 523 -507 
1525 addClause 466 -481 313 
1526 addClause -346 -224 -372 
1527 addClause -396 -379 438 
1528 addClause 228 251 -393 
1529 addClause -300 96 327 
1530 addClause 350 -419 338 
1531 addClause -422 -223 -501 
1532 addClause 540 -543 251 
1533 addClause -355 -4 -263 
1534 addClause 83 221 -304 
1535 addClause -291 102 209 
1536 addClause 77 -340 -113 
1537 addClause 304 -532 -521 
1538 addClause -443 -324 92 
1539 addClause 476 -42 51 
1540 addClause 28 -416 435 
1541 addClause -103 -246 -254 
1542 addClause -150 -190 -105 
1543 addClause 455 230 171 
1544 addClause -47 -29 -439 
1545 addClause -398 -264 -220 
1546 addClause -386 -103 51 
1547 addClause 125 -530 -280 
1548 addClause -545 -434 446 
1549 addClause 38 230 -35 
1550 addClause -445 -87 55 
1551 addClause -509 -496 17 
1552 addClause -414 127 -542 
1553 addClause 214 6 -67 
1554 addClause 514 363 -33 
1555 addClause 434 -496 -381 
1556 addClause 495 463 -181 
1557 addClause 36 101 -489 
1558 addClause 308 522 460 
1559 addClause 465 -59 -254 
1560 addClause 372 -209 -208 
1561 addClause -271 -446 -515 
1562 addClause 537 -337 -396 
1563 addClause 256 -70 -21 
1564 addClause 510 -262 255 
1565 addClause -38 -294 208 
1566 addClause -13 1 -154 
1567 addClause 228 525 305 
1568 addClause 42 -257 342 
1569 addClause 488 -473 227 
1570 addClause 184 40 -420 
1571 addClause -159 -209 -1 
1572 addClause 150 -196 470 
1573 addClause -45 -198 -332 
1574 addClause -1 432 -90 
1575 addClause 140 -360 -133 
1576 addClause 8 60 143 
1577 addClause 541 416 237 
1578 addClause 495 335 349 
1579 addClause 95 308 -180 
1580 addClause -149 114 377 
1581 addClause -408 124 223 
1582 addClause 530 -256 -73 
1583 addClause 482 298 -329 
1584 addClause -190 -501 -241 
1585 addClause 520 -337 -219 
1586 addClause 106 -404 361 
1587 addClause -331 -93 -457 
1588 addClause -390 -532 -457 
1589 addClause 503 258 370 
1590 addClause 48 283 352 
1591 addClause 358 -35 473 
1592 addClause 476 -459 55 
1593 addClause 141 32 234 
1594 addClause 386 429 -302 
1595 addClause 371 -144 518 
1596 addClause 534 531 -469 
1597 addClause 413 369 158 
1598 addClause 435 462 -463 
1599 addClause 129 173 -393 
1600 addClause -280 535 -161 
1601 addClause 50 -87 -443 
1602 addClause 20 22 -532 
1603 addClause 240 418 4 
1604 addClause -26 347 -54 
1605 addClause -58 -483 159 
1606 addClause 532 92 429 
1607 addClause 366 -416 -210 
1608 addClause -256 128 537 
1609 addClause 111 36 -151 
1610 addClause 354 -451 -224 
1611 addClause 534 336 -204 
1612 addClause 304 164 -523 
1613 addClause -204 96 62 
1614 addClause 272 68 -412 
1615 addClause 417 -238 11 
1616 addClause 19 -29 335 
1617 addClause 3 -134 -219 
1618 addClause 527 477 508 
1619 addClause -465 -499 244 
1620 addClause 106 6 431 
1621 addClause -329 416 86 
1622 addClause -121 -347 -378 
1623 addClause 487 -259 -287 
1624 addClause -510 -315 44 
1625 addClause -500 412 453 
1626 addClause -264 491 267 
1627 addClause 29 -241 302 
1628 addClause -60 -178 -364 
1629 addClause -467 374 -56 
1630 addClause -381 -512 -409 
1631 addClause 534 -298 -514 
1632 addClause -1 221 -174 
1633 addClause -312 -178 -189 
1634 addClause -302 -39 -312 
1635 addClause 5 -482 358 
1636 addClause -510 -23 -323 
1637 addClause 320 51 -488 
1638 addClause 443 279 -349 
1639 addClause 19 -106 114 
1640 addClause -543 459 527 
1641 addClause -232 -457 -527 
1642 addClause 366 -113 -479 
1643 addClause 270 354 7 
1644 addClause 501 130 440 
1645 addClause -522 93 90 
1646 addClause -347 -273 452 
1647 addClause -48 -464 36 
1648 addClause 522 492 1 
1649 addClause -291 416 174 
1650 solve
