1 init
2 Data Structure Factory : CardinalityDataStructureYanMax
3 Order : NaturalStaticOrder
991 addClause -113 18 -362 
992 addClause 305 195 273 
993 addClause -210 110 -233 
994 addClause -207 -177 -287 
995 addClause -260 -27 -302 
996 addClause -262 229 71 
997 addClause -229 292 35 
998 addClause 271 -267 -368 
999 addClause 205 -78 -40 
1000 addClause -182 232 340 
1001 addClause 8 362 202 
1002 addClause -137 355 -129 
1003 addClause 326 41 261 
1004 addClause 233 -207 43 
1005 addClause -208 339 323 
1006 addClause -351 288 -207 
1007 addClause 327 148 227 
1008 addClause -124 264 -17 
1009 addClause -179 150 -290 
1010 addClause -344 118 254 
1011 addClause 12 211 278 
1012 addClause -204 -5 -261 
1013 addClause -39 -171 338 
1014 addClause 289 -273 38 
1015 addClause -199 -257 -285 
1016 addClause 23 2 -341 
1017 addClause -58 -298 244 
1018 addClause -222 317 -60 
1019 addClause 295 -102 -314 
1020 addClause 87 32 -310 
1021 addClause -51 -295 -233 
1022 addClause 55 -27 -89 
1023 addClause -93 -282 256 
1024 addClause -69 -364 -151 
1025 addClause 357 117 -145 
1026 addClause -70 344 -202 
1027 addClause -218 -148 212 
1028 addClause -338 -328 232 
1029 addClause 239 196 -74 
1030 addClause -285 47 -159 
1031 addClause 323 103 -294 
1032 addClause 1 60 141 
1033 addClause 196 -15 230 
1034 addClause 273 18 -55 
1035 addClause -358 34 -116 
1036 addClause 175 -219 -244 
1037 addClause -68 219 35 
1038 addClause 233 -35 -2 
1039 addClause -147 -260 -165 
1040 addClause -303 133 228 
1041 addClause 56 307 -257 
1042 addClause -51 73 -245 
1043 addClause -173 -151 -202 
1044 addClause 165 336 -355 
1045 addClause 222 277 -288 
1046 addClause -61 231 -264 
1047 addClause -152 294 -72 
1048 addClause 143 303 -11 
1049 addClause 28 -212 160 
1050 addClause -114 5 -263 
1051 addClause 221 302 296 
1052 addClause 259 111 -74 
1053 addClause -147 343 -209 
1054 addClause -134 126 115 
1055 addClause -358 -286 -325 
1056 addClause -93 158 160 
1057 addClause 217 -204 -282 
1058 addClause 71 -208 -7 
1059 addClause -24 124 199 
1060 addClause -339 -151 -95 
1061 addClause 85 -84 -324 
1062 addClause 139 -45 -170 
1063 addClause 277 197 348 
1064 addClause 113 -309 -331 
1065 addClause 206 -39 -162 
1066 addClause 207 -344 -68 
1067 addClause 282 201 -249 
1068 addClause -165 -201 -307 
1069 addClause 243 304 181 
1070 addClause -353 -130 -296 
1071 addClause 55 245 -126 
1072 addClause -38 178 217 
1073 addClause 167 -322 349 
1074 addClause -319 237 18 
1075 addClause 222 -331 -295 
1076 addClause -311 -59 104 
1077 addClause 216 348 -148 
1078 addClause 229 285 -256 
1079 addClause -107 -224 -312 
1080 addClause -255 -85 11 
1081 addClause -247 155 311 
1082 addClause 294 41 315 
1083 addClause -152 367 119 
1084 addClause 75 -240 206 
1085 addClause -301 274 237 
1086 addClause 320 150 -19 
1087 addClause 8 230 -39 
1088 addClause -290 -364 -57 
1089 addClause -182 -218 358 
1090 addClause 299 292 -188 
1091 addClause -325 226 -258 
1092 addClause 169 196 170 
1093 addClause -68 -230 8 
1094 addClause 287 -324 56 
1095 addClause -172 -40 -350 
1096 addClause -192 49 -47 
1097 addClause -151 -111 70 
1098 addClause 275 339 -139 
1099 addClause 350 170 164 
1100 addClause 319 -139 -190 
1101 addClause -126 341 224 
1102 addClause 358 175 -186 
1103 addClause 286 351 -365 
1104 addClause 41 83 -20 
1105 addClause -266 -330 289 
1106 addClause -308 23 198 
1107 addClause -6 -15 215 
1108 addClause 147 234 273 
1109 addClause 193 -28 -174 
1110 addClause -178 -24 -6 
1111 addClause -246 -342 -15 
1112 addClause 165 232 -282 
1113 addClause -178 -71 110 
1114 addClause -2 221 -167 
1115 addClause -74 -190 309 
1116 addClause 5 -329 -253 
1117 addClause 352 -169 -156 
1118 solve
1119 addClause -436 190 393 
1120 addClause 278 -247 276 
1121 addClause 425 -421 -247 
1122 addClause -481 -309 -428 
1123 addClause -57 401 -248 
1124 addClause -95 430 334 
1125 addClause -157 421 -19 
1126 addClause -24 275 298 
1127 addClause -248 -218 -81 
1128 addClause -447 323 -303 
1129 addClause 433 227 393 
1130 addClause 139 364 -65 
1131 addClause -341 404 242 
1132 addClause -55 -195 -414 
1133 addClause -2 -142 -126 
1134 addClause -100 441 186 
1135 addClause 175 67 -392 
1136 addClause -225 -339 294 
1137 addClause -166 472 272 
1138 addClause -264 351 -126 
1139 addClause 429 456 -45 
1140 addClause 270 -408 325 
1141 addClause 90 374 163 
1142 addClause 420 -218 298 
1143 addClause 354 -209 124 
1144 addClause 228 -165 52 
1145 addClause -155 76 12 
1146 addClause -153 -248 368 
1147 addClause -115 -467 -331 
1148 addClause -421 124 350 
1149 addClause -332 -136 351 
1150 addClause 142 -301 -228 
1151 addClause 475 -408 462 
1152 addClause -266 -5 367 
1153 addClause 177 -308 69 
1154 addClause -477 457 451 
1155 addClause 103 -388 433 
1156 addClause -438 79 199 
1157 addClause 65 372 472 
1158 addClause 162 -440 -280 
1159 addClause 399 396 10 
1160 addClause -161 21 30 
1161 addClause 372 361 368 
1162 addClause -319 -292 -4 
1163 addClause 466 355 462 
1164 addClause 178 -174 -431 
1165 addClause -247 -203 281 
1166 addClause -350 481 -278 
1167 addClause -475 -347 301 
1168 addClause 328 10 448 
1169 addClause 176 -461 -273 
1170 addClause 319 -3 265 
1171 addClause -228 117 59 
1172 addClause 313 1 -214 
1173 addClause -224 259 425 
1174 addClause -479 42 399 
1175 addClause 277 -307 376 
1176 addClause 134 -275 224 
1177 addClause 16 455 466 
1178 addClause 439 -262 199 
1179 addClause -393 -420 200 
1180 addClause 384 166 -351 
1181 addClause -351 -36 159 
1182 addClause -73 371 391 
1183 addClause 42 161 118 
1184 addClause 263 133 112 
1185 addClause 256 -455 210 
1186 addClause -453 51 16 
1187 addClause -248 58 -470 
1188 addClause 108 -70 360 
1189 addClause -462 -179 -132 
1190 addClause -246 350 299 
1191 addClause -215 -72 418 
1192 addClause -28 -278 -417 
1193 addClause 417 361 305 
1194 addClause -103 -294 -3 
1195 addClause 139 130 -387 
1196 addClause 50 308 -241 
1197 addClause -204 -30 309 
1198 addClause -331 -316 471 
1199 addClause 240 483 -21 
1200 addClause 455 -12 -18 
1201 addClause -157 232 -44 
1202 addClause -393 420 244 
1203 addClause 121 -118 440 
1204 addClause 57 352 182 
1205 addClause 416 -344 -17 
1206 addClause -244 -452 -425 
1207 addClause -304 230 464 
1208 addClause -131 256 -467 
1209 addClause -302 250 289 
1210 addClause -105 87 449 
1211 addClause 323 19 69 
1212 addClause -349 354 -342 
1213 addClause 475 -8 -167 
1214 addClause -428 -155 -364 
1215 addClause 284 -140 -468 
1216 addClause 76 -341 -87 
1217 addClause -38 180 234 
1218 addClause -166 371 -377 
1219 addClause 61 -322 191 
1220 addClause 90 65 181 
1221 addClause 284 261 358 
1222 addClause 38 400 -257 
1223 addClause 369 309 92 
1224 addClause -27 -299 -168 
1225 addClause -460 14 -287 
1226 addClause -25 130 6 
1227 addClause -211 -433 347 
1228 addClause 37 -426 113 
1229 addClause 393 404 57 
1230 addClause 275 232 -109 
1231 addClause -380 -150 -156 
1232 addClause 386 -24 170 
1233 addClause 175 -6 -477 
1234 addClause -91 -167 206 
1235 addClause 65 4 -9 
1236 addClause 76 331 -348 
1237 addClause 86 58 -448 
1238 addClause 103 -30 -354 
1239 addClause 167 326 159 
1240 addClause 271 87 393 
1241 addClause -48 433 -282 
1242 addClause -149 229 465 
1243 addClause -339 388 -425 
1244 addClause 366 -171 212 
1245 addClause -257 216 -406 
1246 addClause 209 37 -120 
1247 addClause -467 350 -275 
1248 addClause -318 104 -16 
1249 addClause 179 171 355 
1250 addClause 61 -329 28 
1251 addClause 123 -317 427 
1252 addClause 416 -366 291 
1253 addClause 10 328 282 
1254 addClause -408 435 112 
1255 addClause 18 -416 -389 
1256 addClause 19 70 -344 
1257 addClause 446 276 432 
1258 addClause 425 -291 410 
1259 addClause -164 -405 -440 
1260 addClause 396 290 -170 
1261 addClause 96 -230 -442 
1262 addClause -41 444 -3 
1263 addClause 326 158 91 
1264 addClause -399 -126 448 
1265 addClause 5 112 4 
1266 addClause -161 -468 240 
1267 addClause 229 -68 260 
1268 addClause -348 256 7 
1269 addClause 140 -23 -192 
1270 addClause -266 -255 -250 
1271 addClause 266 -79 190 
1272 addClause 367 -290 -258 
1273 addClause 241 427 -424 
1274 addClause -145 -28 104 
1275 addClause 157 97 -385 
1276 addClause -47 412 -32 
1277 addClause -73 -98 482 
1278 addClause -458 -91 -135 
1279 addClause -398 -29 101 
1280 addClause 289 -377 -353 
1281 addClause -199 -185 -473 
1282 addClause -198 -358 78 
1283 addClause 383 324 59 
1284 addClause 392 -139 -192 
1285 addClause -358 147 462 
1286 addClause -381 -5 -326 
1287 addClause -68 -53 -94 
1288 addClause -73 -342 42 
1289 addClause -163 -81 -224 
1290 addClause -374 332 86 
1291 addClause -242 426 38 
1292 addClause -143 191 247 
1293 addClause 17 27 -260 
1294 addClause -330 461 7 
1295 addClause 169 173 286 
1296 addClause 332 -72 -375 
1297 addClause -115 -313 280 
1298 addClause -286 306 -263 
1299 addClause -423 -157 -241 
1300 addClause -447 191 438 
1301 addClause 291 293 121 
1302 addClause 260 -62 -222 
1303 addClause -475 234 166 
1304 addClause 115 386 247 
1305 addClause 341 429 185 
1306 addClause 370 -162 313 
1307 addClause 16 104 -232 
1308 addClause -413 -300 211 
1309 addClause -438 -56 -341 
1310 addClause 142 305 -300 
1311 addClause 332 -428 -207 
1312 addClause 57 -245 -191 
1313 addClause -198 -420 -339 
1314 addClause -280 54 73 
1315 addClause -316 -268 -219 
1316 addClause -234 -449 235 
1317 addClause 302 -251 -374 
1318 addClause 235 162 211 
1319 addClause 205 -456 22 
1320 addClause -378 -309 -466 
1321 addClause -195 156 218 
1322 addClause 425 -265 182 
1323 addClause -199 -444 267 
1324 addClause -181 363 -162 
1325 addClause -284 73 -25 
1326 addClause -344 -22 294 
1327 addClause -415 -45 -480 
1328 addClause 189 233 -57 
1329 addClause 62 276 -282 
1330 addClause 303 171 241 
1331 addClause -186 -120 392 
1332 addClause -75 245 -393 
1333 addClause 179 -31 -265 
1334 addClause 250 15 77 
1335 addClause -29 199 -395 
1336 addClause 327 -9 216 
1337 addClause 473 89 2 
1338 addClause 376 403 -301 
1339 addClause -206 -432 327 
1340 addClause -377 -293 -342 
1341 addClause -348 -52 -200 
1342 addClause -433 422 -214 
1343 addClause 89 44 273 
1344 addClause 77 337 -146 
1345 addClause -69 92 282 
1346 addClause 6 -213 -232 
1347 addClause 207 400 -300 
1348 addClause -318 86 -363 
1349 addClause -160 -19 -31 
1350 addClause 401 -325 -133 
1351 addClause -384 -273 -378 
1352 addClause -356 -68 -80 
1353 addClause 91 -112 138 
1354 addClause -190 260 -42 
1355 addClause -478 -147 -365 
1356 addClause -259 -213 -7 
1357 addClause 269 191 252 
1358 addClause -101 448 214 
1359 addClause -134 -234 -323 
1360 addClause 271 81 -18 
1361 addClause 44 -341 105 
1362 addClause -456 -444 -325 
1363 addClause -145 126 -261 
1364 addClause -132 -100 -201 
1365 addClause 392 -208 46 
1366 addClause 474 306 -468 
1367 addClause 377 154 28 
1368 addClause -447 362 -475 
1369 addClause -367 457 72 
1370 addClause -73 -82 59 
1371 addClause 471 -275 96 
1372 addClause -158 -38 -429 
1373 addClause 186 -393 140 
1374 addClause 358 -22 159 
1375 addClause -340 469 -55 
1376 addClause -464 51 274 
1377 addClause -410 149 170 
1378 addClause 207 71 -160 
1379 addClause 341 -404 139 
1380 addClause -89 22 -36 
1381 addClause -386 -137 -129 
1382 addClause 7 265 125 
1383 addClause -152 -285 -371 
1384 addClause -284 457 355 
1385 addClause -180 -328 476 
1386 addClause -94 317 81 
1387 addClause -157 -480 -190 
1388 addClause -389 249 -341 
1389 addClause -201 434 -376 
1390 addClause 161 -199 259 
1391 addClause 86 298 -135 
1392 addClause 102 444 -390 
1393 addClause -180 -232 318 
1394 addClause 316 120 -404 
1395 addClause -472 434 -371 
1396 addClause -151 -6 -40 
1397 addClause 21 199 290 
1398 addClause 137 -391 379 
1399 addClause 75 90 154 
1400 addClause -430 -121 -110 
1401 addClause -239 -405 454 
1402 addClause 139 -229 -380 
1403 addClause 115 -222 -275 
1404 addClause -266 -1 -295 
1405 addClause 312 437 -147 
1406 addClause -409 -376 -105 
1407 addClause -47 149 399 
1408 addClause 135 86 129 
1409 addClause -223 273 -6 
1410 addClause -129 115 197 
1411 addClause -400 -53 133 
1412 addClause 353 -359 148 
1413 addClause -94 -202 416 
1414 addClause -270 -104 -211 
1415 addClause 233 -336 -456 
1416 addClause 226 157 108 
1417 addClause 459 -434 325 
1418 addClause -212 -346 -141 
1419 addClause 145 355 220 
1420 addClause 265 204 56 
1421 addClause -169 -474 -419 
1422 addClause -257 -477 -191 
1423 addClause 148 -447 255 
1424 addClause -409 446 -329 
1425 addClause -31 -41 432 
1426 addClause 124 -100 312 
1427 addClause -20 40 -240 
1428 addClause -6 -85 -296 
1429 addClause 351 -103 -89 
1430 addClause 283 -169 -346 
1431 addClause -117 408 57 
1432 addClause 401 -62 -69 
1433 addClause -115 361 105 
1434 addClause -410 88 -421 
1435 addClause 394 -84 19 
1436 addClause -359 470 233 
1437 addClause 233 321 158 
1438 addClause -427 -443 215 
1439 addClause 189 63 405 
1440 addClause 133 -435 38 
1441 addClause 391 110 -179 
1442 addClause -157 118 -302 
1443 addClause 61 -438 -103 
1444 addClause 123 326 -432 
1445 addClause 32 -305 240 
1446 addClause 190 -100 158 
1447 addClause 368 187 234 
1448 addClause -365 150 -136 
1449 addClause 84 232 241 
1450 addClause 308 436 314 
1451 addClause 455 384 -306 
1452 addClause 107 109 -115 
1453 addClause 241 310 288 
1454 addClause 185 -311 -459 
1455 addClause 189 273 -36 
1456 addClause 454 163 -120 
1457 addClause 6 124 -133 
1458 addClause 350 -260 -294 
1459 addClause -71 -244 -46 
1460 addClause 242 122 -37 
1461 addClause -391 115 -431 
1462 addClause 444 297 322 
1463 addClause -400 -302 158 
1464 solve
