1 init
2 Random Walk : 0.6707706885778746
999 addClause 54 219 218 
1000 addClause -204 -375 -15 
1001 addClause -335 -42 168 
1002 addClause -124 -240 117 
1003 addClause 24 125 -72 
1004 addClause -377 -373 -150 
1005 addClause 94 121 -379 
1006 addClause 340 -49 379 
1007 addClause -189 -55 315 
1008 addClause 98 -157 336 
1009 addClause -139 184 -15 
1010 addClause 225 -343 -22 
1011 addClause 105 -163 -312 
1012 addClause -358 -139 -129 
1013 addClause -322 327 243 
1014 addClause 376 32 -376 
1015 addClause -192 196 -308 
1016 addClause -341 -95 -228 
1017 addClause 190 308 319 
1018 addClause -226 329 319 
1019 addClause 375 -70 364 
1020 addClause 217 311 -235 
1021 addClause -45 -128 15 
1022 addClause 373 -144 27 
1023 addClause -237 -167 -158 
1024 addClause -207 -52 -19 
1025 addClause 66 -20 323 
1026 addClause 201 -151 56 
1027 addClause -5 113 -182 
1028 addClause -295 318 49 
1029 addClause 357 -344 -76 
1030 addClause 272 13 -87 
1031 addClause 136 256 375 
1032 addClause -122 376 -182 
1033 addClause 81 -173 64 
1034 addClause 66 242 -25 
1035 addClause -30 -353 -359 
1036 addClause 252 294 107 
1037 addClause -381 257 -112 
1038 addClause -144 39 16 
1039 addClause -217 302 -150 
1040 addClause 326 244 265 
1041 addClause -27 231 340 
1042 addClause -10 -350 -89 
1043 addClause 248 369 -48 
1044 addClause 33 -218 250 
1045 addClause 305 141 -168 
1046 addClause -138 159 31 
1047 addClause -363 -272 241 
1048 addClause 334 -349 290 
1049 addClause 378 -357 -22 
1050 addClause 334 -288 -177 
1051 addClause 294 -291 -32 
1052 addClause -295 147 -120 
1053 addClause 351 210 -202 
1054 addClause -154 185 238 
1055 addClause 296 315 206 
1056 addClause 124 -258 -361 
1057 addClause 117 -293 187 
1058 addClause 82 302 380 
1059 addClause 237 135 -115 
1060 addClause 181 105 -207 
1061 addClause 284 -5 364 
1062 addClause 36 4 251 
1063 addClause 328 -208 -280 
1064 addClause 343 -9 -370 
1065 addClause 235 -182 -75 
1066 addClause -134 -278 115 
1067 addClause 365 -288 -119 
1068 addClause 254 -22 148 
1069 addClause 155 -66 218 
1070 addClause -293 -91 -194 
1071 addClause 166 162 -112 
1072 addClause 219 132 -281 
1073 addClause 223 -141 283 
1074 addClause -65 -248 45 
1075 addClause -291 -25 -335 
1076 addClause 52 236 84 
1077 addClause -80 -287 378 
1078 addClause -364 11 -136 
1079 addClause 366 264 -285 
1080 addClause -20 -265 -26 
1081 addClause -21 -27 -371 
1082 addClause 69 27 -366 
1083 addClause -29 267 345 
1084 addClause 352 308 -263 
1085 addClause -110 -169 185 
1086 addClause 244 379 376 
1087 addClause -311 353 7 
1088 addClause 62 248 65 
1089 addClause -63 323 10 
1090 addClause -119 216 151 
1091 addClause -291 -322 -260 
1092 addClause 9 157 -241 
1093 addClause -289 336 -114 
1094 addClause -74 249 -187 
1095 addClause -78 306 -149 
1096 addClause -343 48 175 
1097 addClause 305 198 -265 
1098 addClause -331 213 -60 
1099 addClause -60 -220 54 
1100 addClause 261 244 -269 
1101 addClause 49 53 -90 
1102 addClause -300 191 -312 
1103 addClause 214 -252 260 
1104 addClause -213 228 341 
1105 addClause 164 10 8 
1106 addClause -282 300 331 
1107 addClause -129 -5 164 
1108 addClause 231 -263 -341 
1109 addClause -263 240 -208 
1110 addClause 114 -374 -312 
1111 addClause -326 -138 -75 
1112 addClause 349 -212 31 
1113 addClause 214 370 -151 
1114 addClause 247 -13 128 
1115 addClause 74 186 -326 
1116 addClause 29 111 324 
1117 addClause -69 -48 -339 
1118 addClause 53 212 147 
1119 addClause -197 102 -30 
1120 addClause 117 -48 308 
1121 addClause 369 -179 68 
1122 addClause -277 -149 328 
1123 addClause -214 166 102 
1124 addClause -351 -340 24 
1125 addClause 104 -40 344 
1126 addClause 106 210 377 
1127 addClause 341 -296 323 
1128 addClause -11 -180 54 
1129 addClause 113 351 111 
1130 addClause -68 -209 63 
1131 addClause -125 373 -267 
1132 addClause -334 -55 306 
1133 addClause 76 -185 80 
1134 addClause -186 369 -176 
1135 addClause 69 -71 -231 
1136 addClause -135 96 84 
1137 addClause 193 80 39 
1138 addClause -191 327 272 
1139 addClause 282 103 241 
1140 addClause 131 -304 -84 
1141 addClause -152 370 215 
1142 addClause 56 -132 91 
1143 addClause 285 -58 -61 
1144 addClause -87 -278 -56 
1145 addClause -113 -77 45 
1146 addClause -270 73 366 
1147 addClause -199 -309 -215 
1148 addClause -282 208 -327 
1149 solve
